nama_hotel,alamat_hotel,harga_kamar,jenis_kamar,total_kamar_tersedia,wilayah,latitude,longitude
OYO 160 Lontar Residence Near Bina Sehat Hospital Mandiri,"Jl. Sekretaris, RT.13/RW.7, Tj. Duren Utara, Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Rp187.448,3,3,Jakarta Barat,-6.182948735648780,106.78180847021300
SPOT ON 3155 Penginapan Banyu Biru Syariah,"Jl. Lorong Z Timur No.27, RT.03/RW.01, Koja, Kec. Koja, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14270",Rp119.005,1,3,Jakarta Utara,-6.110878955910480,106.89464743952400
Gold Coast PIK Premium Sea View Apartments,"Jl. Pantai Indah Kapuk, Kamal Muara, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",Rp767.250,1,2,Jakarta Utara,-6.101830015063550,106.73822081254000
Jambrut Inn,"Jl. Jambrut No. 07, Kenari, Jakarta, Indonesia",Rp189.333,3,3,Jakarta Pusat,-6.1909672027750800,106.84619048370500
Sans Hotel Rumah Kita Daan Mogot,"Jl. Raya Daan Mogot KM 11, Jakarta Barat, RT.4/RW.4, Kedaung Kali Angke, Cengkareng, West Jakarta City, Jakarta 11710",Rp228.678,4,4,Jakarta Barat,-6.155363721054260,106.75254130090100
KoolKost near Universitas BINUS Anggrek,"Jl. Sandang Blok A, No.4, RT.1/RW.11, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jakarta",Rp199.500,2,2,Jakarta Barat,-6.201660812261320,106.78715227021300
RedDoorz Plus @ Pasar Baru,"Jl. Kelinci Raya No.32, RT.5/RW.4, Pasar Baru, Jakarta, Indonesia",Rp186.196,1,1,Jakarta Pusat,-6.161420590103220,106.83535644960900
wisma delapan RedPartner,"Jl. Margasatwa Bar. No.7, RT.6/RW.6, Ragunan, Kec. Jagakarsa, Kota Jakarta Selatan, DKI Jakarta, Indonesia",Rp231.525,2,2,Jakarta Selatan,-6.310818455223670,106.81403192603400
Kamar Pluit,"Jl. Pluit Timur Raya No 18, Pluit, Penjaringan, Jakarta Utara, Indonesia",Rp225.000,1,1,Jakarta Utara,-6.119160312281820,106.7937177953440
Casa Living Senayan,"Jl. Penjernihan 4 No. 9, Tanah Abang, Bendungan Hilir, Jakarta, Indonesia",Rp522.000,1,1,Jakarta Pusat,-6.206097484918410,106.80423478185300
RedDoorz Plus @ Rawamangun,"Jl. Pinang No. 1B RT.001 RW.009, Rawamangun, Kecamatan Pulo Gadung, Jakarta Timur, DKI Jakarta",Rp213.314,2,2,Jakarta Timur,-6.197685239088270,106.88621021068900
RedLiving Apartemen Bassura City - Aokla Property Tower Dahlia,"Jl. Jend. Basuki Rachmat No.8, RW.10, Cipinang Besar Selatan, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",Rp229.942,2,2,Jakarta Timur,-6.224557680575260,106.87827696650900
RedDoorz @ Cipete Raya,"Jl Anggur 3 no 5 , Cipete , Jakarta",Rp222.525,2,2,Jakarta Timur,-6.224483021475750,106.87838425486900
RedDoorz near Cilandak Town Square,"Jl. Cilandak Tengah Raya No.14 B-C, Cilandak, Jakarta, Indonesia",Rp254.100,1,1,Jakarta Selatan,-6.289962306515730,106.80171776068900
Amethyst Cengkareng Syariah,"Jl. Mutiara Palem Blok C19 No. 5, Cengkareng Timur, Cengkareng, Jakarta Barat, Jakarta, Indonesia",Rp214.140,1,1,Jakarta Barat,-6.139142353267730,106.7337940548680
LeGreen Suite Pejompongan,"Jl. Pejompongan Raya No.24, Pejompongan - Jakarta Pusat",Rp361.899,4,7,Jakarta Pusat,-6.206320776450960,106.80753823952500
Banggalawa Hotel Ps. Minggu,"Jl. Raya Pasar Minggu No. 22 - 23, Pasar Minggu, Pejaten Timur, Jakarta, Indonesia",Rp330.000,2,5,Jakarta Selatan,-6.286231308955910,106.84370131254200
Hotel Alamanda,"Aipda K. S. Tubun No.47, RT.04 / RW.02, Petamburan, RT.4/RW.2, Petamburan",Rp166.884,3,3,Jakarta Pusat,-6.190349268824700,106.80658123952500
RedDoorz Plus near Tebet,"Jl. Asem Baris Raya No.123, Kebon Baru, Tebet, Jakarta, Indonesia",Rp298.589,2,2,Jakarta Selatan,-6.234521857431680,106.86046143057800
RedDoorz @ Kebon Kacang,"Jl. Kebon Kacang IV No. 43A, Central Jakarta, Jakarta 10240, Indonesia",Rp171.120,2,4,Jakarta Pusat,-6.187400071720190,106.81792013057800
Urbanview Hotel Bes Mangga Besar,"Jl. Raya Mangga Besar, No. 38, AS, Kecamatan Taman Sari, Kota Jakarta Barat, DKI Jakarta",Rp188.528,6,6,Jakarta Barat,-6.150409788109650,106.8213506837040
RedDoorz near Puri Indah Lippo Mall 2,"Jl. Kembang Kencana Blok A2 No.A2/2G-H, RT.4/RW.9, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, DKI Jakarta, Indonesia",Rp287.500,2,4,Jakarta Barat,-6.192840346246580,106.74375058114600
LeMansion Senopati Boutique Hotel,"Jl. Taman MPU Sendok No.51, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp578.513,1,1,Jakarta Selatan,-6.232238937819470,106.81282181744100
RedDoorz Plus @ Cideng Timur,"Jalan Cideng Timur No. 6A & 6E, Kec Gambir, Jakarta Pusat, DKI Jakarta",Rp157.700,3,5,Jakarta Pusat,-6.162998493603570,106.81082028185200
OYO 1805 Fatmawati Mansion Syariah,"Jl. RS. Fatmawati Raya No.32B, RT.5/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan",Rp242.432,1,1,Jakarta Selatan,-6.295572756262540,106.79497439905000
RedDoorz near Plaza Atrium Senen,"Jl. Baladewa No.1, RT.6/RW.3, Tanah Tinggi, Kec. Johar Baru, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Rp161.000,2,4,Jakarta Pusat,-6.176902031133490,106.84843867021300
Grand Asia Hotel,"Jl. Bandengan Selatan No.88, Pejagalan, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta",Rp414.000,2,2,Jakarta Utara,-6.1374190507705900,106.79495676836000
RedDoorz near Graha Cijantung Mall,"Jl. Adil 35, RT.4/RW.2, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",Rp222.051,2,2,Jakarta Timur,-6.307738209417420,106.86498006836200
Swahouse Tanjung Priok Syariah RedPartner,"Jl. Swasembada Barat V No.8, Kec. Tj. Priok, Kota Jakarta Utara, DKI Jakarta",Rp131.100,2,2,Jakarta Utara,-6.1245603436230600,106.8877979971960
RedDoorz near Puri Indah Mall,"Jl. Meruya Utara No. 53 RT.6, Meruya Utara, Kembangan, Kota Jakarta Barat, DKI Jakarta, Indonesia",Rp324.882,1,1,Jakarta Barat,-6.1972307066456300,106.73554275301700
RedDoorz Plus near Kemang Raya,"Jl. Pejaten Barat No.16, RT.1/RW.10, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Indonesia",Rp298.682,2,2,Jakarta Selatan,-6.2765843695298100,106.82406078370600
RedDoorz @ Radio Dalam,"Jl. Najihun No.7, Radio Dalam, Jakarta Selatan, Indonesia",Rp238.657,1,4,Jakarta Selatan,-6.26054736718727,106.78765396920200
Benhill Syariah Residence,"Jl. Penjernihan 9-11 32-29, RT.9/RW.6, Bend. Hilir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",Rp235.290,2,2,Jakarta Pusat,-6.205017086769060,106.80938307683200
Green Pramuka City by SR Property,"Jln. A. Yani No.Kav 49, RT.13/RW.9, Rawasari, Kec. Cemp. Putih",Rp300.000,2,4,Jakarta Pusat,-6.191020038978770,106.87536523952500
Hotel Pinangsia,"Jl. Pinangsia I No.55 Kel.Pinangsia Kec.Taman Sari, Jakarta Barat, Indonesia",Rp168.000,2,2,Jakarta Barat,-6.138903279536250,106.81736077576200
S&A Property 3,"Jl. Raya Kalibata No.1 RT.9/RW.4, Rawajati Kec. Pancoran Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",Rp273.680,4,4,Jakarta Timur,-6.197681805212360,106.95575719904900
OYO 146 Menteng Residence Near RSUPN Dr.Cipto Mangunkusumo,"Jl. Teuku Cik Ditiro No.58, RT.9/RW.7, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta , Indonesia",Rp156.999,2,3,Jakarta Pusat,-6.201549604760320,106.83742428000000
RedDoorz Plus near Taman Anggrek Mall,"Jalan Tanjung Duren Utara I, No.19, Tanjung Duren Utara, Kec. Grogol Petamburan, Jakarta Barat, DKI Jakarta",Rp230.490,3,3,Jakarta Barat,-6.172632801408430,106.78695813066000
Apartemen Sentra Timur Residence - Cheap Inn Tower Orange,"Apartemen Sentra Timur Residence JL. Sentra Primer Timur Tower Orange Kios No O7M, RW.6, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur",Rp224.250,2,5,Jakarta Timur,-6.2045552736965600,106.9494041143930
RedDoorz @ Tebet Barat 2,"Jl. Prof. DR. Soepomo No.45D, RT.14/RW.6, Tebet Barat, Tebet, Kota Jakarta Selatan, DKI Jakarta, Indonesia",Rp327.807,1,1,Jakarta Selatan,-6.238744720174760,106.84566252788500
RedDoorz near Kemang Square,"Jl. Damai Raya No.45B RT.1/RW.2, Cipete Utara, Kec. Kebayoran Baru, Kota Jakarta Selatan, DKI Jakarta, Indonesia",Rp197.243,1,1,Jakarta Selatan,-6.259911227925840,106.80022183952500
RedDoorz Plus @ Karet Pedurenan 3,"Jl. Pedurenan Masjid Gg. Genteng Ijo Residence No.84 A, Karet Kuningan, Jakarta, Indonesia",Rp284.886,2,2,Jakarta Selatan,-6.219012678666140,106.82693459719700
RedDoorz near Mangga Dua Square,"Jl. Gunung Sahari XI No. 24, Mangga Dua, Jakarta Pusat, DKI Jakarta, Indonesia",Rp178.250,2,2,Jakarta Pusat,-6.151240440749220,106.83595816211300
JO Guest House Cengkareng,"Ruko TSI Plaza De Lumina Bloc C 7 Kel. Duri Kosambi Kec. Cengkareng DKI Jakarta, Cengkareng, Duri Kosambi, Jakarta, Indonesia",Rp205.000,2,3,Jakarta Barat,-6.164572527187950,106.72675635672100
Senyaman Hotel RedPartner,"Jalan Tiang Bendera I, No.67, Roa Malaka, Kecamatan Tambora, Jakarta Barat, DKI Jakarta",Rp146.510,5,6,Jakarta Barat,-6.133959314781610,106.80815019719600
RedDoorz near Stasiun Juanda Jakarta,"Jalan Ir. Haji Juanda I A No.10, RT.14/RW.4, Kebon Kelapa, Kecamatan Gambir, Central Jakarta City, Jakarta, Indonesia",Rp259.749,2,2,Jakarta Pusat,-6.166540626918770,106.82966419719700
OYO 91259 59 Residence,"59B, Indomaret, Jalan Karet Pedurenan, RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia, Jakarta",Rp177.743,1,1,Jakarta Selatan,-6.220883004563230,106.8262752818530
LeGreen Suite Poso,"Jl. Danau Poso No.18, Pejompongan - Jakarta Pusat, Indonesia",Rp361.899,4,7,Jakarta Pusat,-6.209080411672220,106.80738268185300
Nusalink Near Kebayoran Lama,"Jl. Nimun Raya No.32 RT.7/RW.10, Kebayoran. Lama Selatan, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp131.750,1,3,Jakarta Selatan,-6.258083288557340,106.77343644253700
Mendjangan Mansion,"Jl. Tegal Parang Utara No. 19, Rw. 4, Mampang Prapatan, Kec. Mampang Prapatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Rp458.568,4,4,Jakarta Selatan,-6.243116652181260,106.8324197530170
RedDoorz Plus near Taman Rasuna Menteng,"Jl. Menteng Atas Selatan III No.3 RT.01/RW.05, Kel. Menteng Atas, Kec. Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Rp204.088,2,2,Jakarta Selatan,-6.217335726472640,106.83804608000100
Puri Mega Hotel,"Jl. Rawamangun No.59 A Pramuka, Jakarta Pusat",Rp317.400,6,6,Jakarta Pusat,-6.19368840376251,106.86099539719700
Seungit Syariah Inn Tebet RedPartner,"Jl. Asem Baris Raya 158, RT 03 / RW 013, Kebon Baru, Tebet, Jakarta, Indonesia",Rp146.192,1,4,Jakarta Selatan,-6.2384819853767400,106.85999470698500
RedDoorz Plus Syariah near Manggarai Station 3,"Jl. Sawah lunto no 32, RT 003, RW 001, Jakarta Selatan",Rp245.251,1,1,Jakarta Selatan,-6.211631273658600,106.84350302788500
Ozone Hotel,"Jl. Pantai Indah Utara 3 , Pluit, Jakarta, DKI Jakarta, Indonesia",Rp550.000,1,3,Jakarta Utara,-6.1126201101988200,106.75261991254000
Al Barokah Residence,"Jl. Pondok Jaya x no 17 B, Mampang Prapatan, Jakarta Selatan",Rp210.000,2,2,Jakarta Selatan,-6.244881801410060,106.8239963047470
Pondok Malabar RedPartner,"Jl. Anggrek Neli Murni A No.1, RT.2/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, DKI Jakarta",Rp184.000,4,6,Jakarta Barat,-6.182712000499870,106.79517674322900
OYO 3733 Guntur 40 Residence,"Jl. Guntur No.40, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980",Rp222.937,2,2,Jakarta Selatan,-6.208261877235630,106.8368074683610
Aini 2 Minimalis Residence,"Jl. Jembatan I No.24, Balekambang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",Rp222.974,2,4,Jakarta Timur,-6.285529777561800,106.84958273066000
RedDoorz near Pondok Indah Water Park,"Jalan Marga Guna 3, No.13, Gandaria Selatan, Jakarta",Rp155.381,1,1,Jakarta Selatan,-6.263352229188400,106.78632921254100
OYO 90660 Star Hotel Syariah,"4, Kebon Sirih Barat Dalam I Gg. 7 No. 04, RW 02, Kebon Sirih, Menteng, Jakarta, Menteng, Kebon Sirih, Jakarta, Indonesia, 10340",Rp126.656,1,1,Jakarta Pusat,-6.184547967666440,106.82891776650800
Residence 6,"Jl. Seha No.6, RT.6/RW.10, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp250.000,3,5,Jakarta Selatan,-6.2288707616447700,106.77999581068900
Residences by RedDoorz @ Guntur Raya Setiabudi,"Jl. Guntur No.16A, RT.8/RW.1, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, DKI Jakarta, Indonesia",Rp256.141,1,1,Jakarta Selatan,-6.207153810854340,106.83797919719700
RedDoorz near RS Patria IKKT,"Jl. Anggrek Garuda Blok H No. 2, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta , Indonesia",Rp146.300,2,2,Jakarta Barat,-6.193476169896070,106.795000539525
Bangka Suite,"Jl. Bangka IID No.7, RT.18/RW.3, Pela Mampang, Mampang Prapatan., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Rp401.016,2,2,Jakarta Selatan,-6.246198257760480,106.81805891254100
Urbanview Hotel Kota Tua Jakarta,"Jl. Roa Malaka Utara No.1RT.6/RW.3, Roa Malaka, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rp211.046,1,1,Jakarta Barat,-6.133812616956500,106.80952168185200
RedLiving Apartemen Puri Orchard - Prop2GO Home Tower Magnolia,"Jl. Lingkar Luar Barat, No.8, Duri Kosambi, Kec. Cengkareng, Kota Jakarta Barat, DKI Jakarta",Rp223.962,3,6,Jakarta Barat,-6.157486822921570,106.72666885301600
Kos Katalia Tomang,"Jl. Katalia I No.9, Kota Bambu Utara, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Rp160.000,3,6,Jakarta Barat,-6.182196567407380,106.79901641254100
Ancol Homestay,"Jl. Lodan Raya, Kompleks Hotel dan Apartemen Aston Marina Ancol , Ruko N0. 26, Ancol, Pademangan, Jakarta Utara",Rp245.000,1,4,Jakarta Utara,-6.128932698586070,106.82931110936000
Blessing Residence Hotel,Jl. Komando Raya I No. 19 Karet Setiabudi Jakarta Selatan,Rp311.500,2,2,Jakarta Selatan,-6.214168903342550,106.82194858185300
Koolkost @ Sentra Timur Premiere,"Tower Orange, Ruko 07JB Sentra Timur Apartemen, Jl. Raya Pulo Gebang No.6, RW.6, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950",Rp221.605,3,3,Jakarta Timur,-6.205001584209340,106.94788519719700
1O1 URBAN Jakarta Thamrin,"Jl. Taman Kebon Sirih 1 No.3, RT.10/RW.10, Kp. Bali, Tanah Abang, Jakarta, DKI Jakarta, Indonesia",Rp391.149,6,6,Jakarta Pusat,-6.18325693431427,106.82103092603300
favehotel Gatot Subroto,"Jl. Kartika Chandra Kav A9, Jakarta, Indonesia",Rp411.366,2,3,Jakarta Selatan,-6.227133812520990,106.81969759904900
Jusenny Hotel by Sleepzzz,"Jl. Senayan No. 29 Blok S, Kebayoran Baru, RT. 8 / RW. 5, Rawa Barat, Kec. Kebayoran Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Rp166.600,3,6,Jakarta Barat,-6.234066286164820,106.81563132812500
Swiss-Belinn Wahid Hasyim,"Jl. KH. Wahid Hasyim No.135-137, RT.9/RW.2, Kb. Kacang, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Rp504.450,3,3,Jakarta Pusat,-6.187012235978440,106.8208856125410
POP! Hotel Kelapa Gading,"Sentra Kelapa Gading Jl Bulevar Kelapa Gading Blok M, Jakarta Utara",Rp398.563,6,6,Jakarta Utara,-6.155797290961380,106.90891275301600
Kristal Hotel Jakarta,"Jl. Terogong Raya No.17, RW.10, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Rp1.004.400,5,5,Jakarta Selatan,-6.2833701434042200,106.79096075487000
Grand G7 Hotel Kemayoran,"Jl. Garuda No. 67, Kemayoran, Jakarta, Indonesia",Rp457.200,4,4,Jakarta Pusat,-6.161176693165430,106.84508892788500
Titi Guest House,"Jl. Mangga Besar Raya No. 25, Mangga Besar, Taman Sari, Jakarta, Indonesia",Rp161.000,1,3,Jakarta Barat,-6.149025988927840,106.81971081254000
MaxOneHotels at Kramat,"Jl. Kramat Raya No. 91, Jakarta Pusat, Indonesia",Rp340.000,12,12,Jakarta Pusat,-6.189931302399300,106.84763162418000
Hotel Kaisar,"Jl. Duren Tiga Raya No.1, RT.1/RW.1, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",Rp445.500,7,7,Jakarta Selatan,-6.252709495269830,106.84155046650900
Swiss-Belhotel Mangga Besar,Jl. Kartini Raya No.57 Jakarta Pusat,Rp600.000,5,5,Jakarta Pusat,-6.149427286464780,106.83414781254000
OYO 1941 Aaa Residence Syariah,"Jl. Komp. Perum Pln No.6, RT.1/RW.9, Daerah Khusus Ibukota Jakarta",Rp125.343,1,1,Jakarta Timur,-6.262368199205730,106.86791962232900
Hotel Belvena,"Jl. Mangga Besar No.49 A, Taman Sari, Jakarta, Indonesia",Rp170.200,2,3,Jakarta Barat,-6.146848785380690,106.82017166650800
Ibis Jakarta Senen,Jalan Kramat Raya No.100,Rp315.194,2,3,Jakarta Pusat,-6.1831148006701900,106.84268884322900
Hotel Santika Premiere Hayam Wuruk Jakarta,"Jl. Hayam Wuruk No. 125, Jakarta",Rp745.750,3,3,Jakarta Barat,-6.149236753485210,106.81736829719600
Grand Sahid Jaya Jakarta,"Jl. Jend Sudirman Kav 86, Karet Tengsin, Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Rp873.600,2,2,Jakarta Pusat,-6.210860475862510,106.82021235486900
Hotel 88 ITC Fatmawati,"Jl. RS Fatmawati No.4 Gandaria Utara, Fatmawati, Jakarta	, Indonesia",Rp408.500,4,4,Jakarta Selatan,-6.262920293829700,106.79662921068900
MK Hotel Jakarta,"Jl. Ciledug Raya No. 1, Cipulir, Jakarta, Indonesia",Rp404.167,3,3,Jakarta Selatan,-6.2365687769057800,106.76400053851300
Puri Jaya Hotel,Jl. Percetakan Negara V No.5 Jakarta Pusat,Rp269.500,2,2,Jakarta Pusat,-6.191763069309040,106.85893181254100
OYO 90436 Dewi Fortuna,"3, Jl. Sawo III No.mor 3, RT.2/RW.9, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Jakarta",Rp98.559,1,1,Jakarta Selatan,-6.216310014743800,106.84676934137700
Amaris Hotel Mampang - Jakarta,"Jl. Mampang Prapatan Raya No. 66, Jakarta, Indonesia",Rp356.000,12,12,Jakarta Selatan,-6.246976554240230,106.82580401306800
favehotel Melawai,"Jl. Melawai 4 No.3-11, Jakarta Selatan, Indonesia",Rp411.468,2,3,Jakarta Selatan,-6.244212526631580,106.80160551254100
MaxOneHotels at Platinum Hayam Wuruk - Jakarta,"Jl. Hayam Wuruk No. 05, Gambir, Jakarta Pusat, Indonesia",Rp490.667,3,5,Jakarta Pusat,-6.164474593570620,106.82054302232800
Hotel Ciputra Jakarta managed by Swiss-Belhotel Int'l,"Jl. Letjen S. Parman No.11, RW.1, Tj. Duren Utara, Kec. Grogol Petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Rp725.000,9,9,Jakarta Barat,-6.167669960878010,106.7868376278850
Amaris Hotel Panglima Polim 1,"Jl.Panglima Polim Raya No.2, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Rp351.772,6,6,Jakarta Selatan,-6.246266123352480,106.7978760739180
Hotel Cikini,"Jl. Cikini Raya No. 81, Jakarta",Rp318.682,6,6,Jakarta Pusat,-6.189553005995440,106.83883413840400
OYO 121 Rumah Ayub Syariah Near Rumah Sakit Jmc,"Jalan Ayub Gang C No.21, RT.10/RW.1 Pejaten - Pasar Minggu, Jakarta",Rp104.663,1,1,Jakarta Selatan,-6.266784677408690,106.84122590883700
Hotel 88 Grogol,"Jl. Dr. Susilo Raya C-1, Grogol, Jakarta, Indonesia",Rp300.000,3,3,Jakarta Barat,-6.165681525923650,106.790951754869
OYO 1435 Residence 446,Jl. Tj. Duren Utara 4 No.446,Rp159.962,1,1,Jakarta Barat,-6.1722396627141300,106.78270370883600
Hariston Hotel & Suites,"Jl. Terusan Bandengan Utara No.1, Penjaringan, Pejagalan, Pluit, Jakarta",Rp428.890,5,5,Jakarta Utara,-6.136978881235130,106.78771022418000
Amaris Hotel Dr. Susilo Grogol,"Jl. Dr. Susilo Raya No.4, Grogol, Jakarta, Indonesia",Rp364.504,9,9,Jakarta Barat,-6.1654659603179200,106.79640022788500
OYO 281 Hotelo,"Jl. Mangga Dua Raya No.57, RT.6/RW.4, Kota Tua, Pinangsia, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110, Indonesia",Rp213.149,1,1,Jakarta Barat,-6.136675983165370,106.81983179719600
Tuju Abuserin Syariah,"Jl. Abuserin No. 11, Gandaria Selatan, Cilandak, Jakarta, Indonesia",Rp194.479,2,2,Jakarta Selatan,-6.275636327321280,106.79666556650900
Hotel Alia Cikini,"Jl. Cikini Raya No. 32, DKI Jakarta, Jakarta Pusat, Indonesia",Rp364.886,8,8,Jakarta Pusat,-6.192062304456200,106.83832974137700
OYO 90738 Griya Dara,"7A, Jalan Damai Raya 7A, RT 02 RW 04, Cipete Utara, Kebayoran Baru, Jakarta",Rp210.722,1,1,Jakarta Selatan,-6.260301503805750,106.80172888370500
Duren 2,"Daan Mogot Rd No.121, RT.6/RW.5, Duri Kepa, Kebonjeruk, Jakarta Barat, DKI Jakarta",Rp163.875,2,4,Jakarta Barat,-6.164816660462460,106.77823435486800
Marson Kampung Bali Residence RedPartner,"Jl. Kampung Bali I No.41, Kampung Bali, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Rp563.940,1,4,Jakarta Pusat,-6.184726001351550,106.81677605486900
Djuragan Kamar Ciragil,"Jl. Ciragil II No.14, Rawa Barat, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Rp292.500,1,2,Jakarta Selatan,-6.2376660891517300,106.80922626836100
OYO 671 Hotel Capitol Near RS HUSADA,"Jl. Toko Tiga No.27, RT.13/RW.2, Kota Tua, Roa Malaka, Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11230, Indonesia, Jakarta",Rp195.956,4,4,Jakarta Barat,-6.141650821223450,106.81137369719600
EXPRESS O 91808 Sindang Raya 16 Syariah,"16 Jalan Sindang Raya, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia",Rp64.312,1,1,Jakarta Timur,-6.188336668135370,106.8994579971970
OYO 91257 Royani Residence,"25B, Jalan KH Royani I, RW 01, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, 12910, Indonesia, Jakarta",Rp153.520,1,1,Jakarta Selatan,-6.216713349175820,106.82156218370500
RedLiving Apartemen Bassura City - Vina Tan Tower Flamboyan,"Jalan Jendral Basuki Rachmat, Cipinang Besar Selatan, Kecamatan Jatinegara, Jakarta Timur, DKI Jakarta",Rp223.962,2,5,Jakarta Timur,-6.223529980221290,106.88004947021300
OYO 91421 Bridjo Populer Syariah,"19, Jalan Bridjo No.19, RT 10 RW 04, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia, Jakarta, Pasar Baru, Sawah Besar, Jakarta, Indonesia, 10710",Rp74.368,1,2,Jakarta Pusat,-6.162688426201760,106.83625077021300
Tomang Gelong Guest House Syariah RedPartner,"Jalan Gelong Baru Barat IV no. 11, Tomang, Kecamatan Grogol Petamburan, Jakarta 11440",Rp169.338,2,4,Jakarta Barat,-6.176544431689440,106.79529021439300
EXPRESS O 91656 Oyo Sentra Group,"Apartemen Sentra Timur Residence JL. Sentra Primer Timur Tower Orange Kios O7 EB, RW.6, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950, Indonesia, Jakarta",Rp67.200,1,2,Jakarta Timur,-6.204448073659800,106.9494966683610
Fazza Syariah RedPartner,"Apotik Safir, RT.1/RW.12, Cipinang Muara, Jakarta Timur, DKI Jakarta, Indonesia",Rp348.726,1,2,Jakarta Timur,-6.23638798067734,106.88967902788500
Hotel City Villa,"Jl Kebon Kacang 29 No 13, Tanah Abang, Jakarta, Indonesia",Rp235.000,3,4,Jakarta Pusat,-6.1916322055338000,106.81988275486900
RedDoorz Syariah  @ Taman Bendungan Asahan,"Jalan Taman Bendungan Asahan no 12-14, RT 09 RW 02 Benhil, Jakarta Pusat",Rp200.790,2,5,Jakarta Pusat,-6.21380097687336,106.80959006650900
Roemah Tebet RedPartner,"Jl. Tebet Barat Dalam Raya No.44, RT.14/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, DKI Jakarta, Indonesia",Rp259.270,2,2,Jakarta Selatan,-6.234550639418500,106.8463589539670
RedLiving Apartemen Casablanca East Residence - Kayla Property Tower B,"Jalan Pahlawan Revolusi, No.2, Pondok Bambu, Kecamatan Duren Sawit, Jakarta Pusat, DKI Jakarta",Rp222.525,2,4,Jakarta Timur,-6.2239070992950700,106.89849031632700
RedDoorz Plus @ Radio Dalam 2,"Jl. Yado 5 No.E7B, Radio Dalam, Jakarta, Indonesia",Rp654.691,3,4,Jakarta Selatan,-6.253621364542830,106.78971563781700
